Ticker,ROE (Return on Equity),ROA (Return on Assets),P/E Ratio (PER),Debt/Equity Ratio,Current Ratio,Quick Ratio,Revenue Growth (YoY),Earnings Growth (YoY),EPS Growth (Next 5 Years),σ (std),MDD,6개월 수익률,20일 이동평균선,60일 이동평균선,이평괴리율(20일),RSI(14),MACD,Signal
LIN,0.17979999,0.06989,28.176155,64.673,0.823,0.622,0.031,0.27,0.245,0.0118317048790788,-0.1476664203206844,-0.060603784853865,436.3025024414063,461.35086720784506,-0.0358294736477503,22.006481140439035,-12.311580192993745,-11.257466449669469
LYV,0.5636,0.04586,103.876816,473.811,0.921,0.762,0.111,-0.561,-0.045,0.0196969862972662,-0.2513254999754335,0.0024475951294797,149.96500091552736,158.898499806722,-0.0441102575376093,31.27528303214136,-4.434636379837173,-3.5485533019359385
LKQ,0.10882,0.049089998,11.466666,83.675,1.596,0.471,0.013,-0.038,-0.058,0.0213617555827564,-0.3332747451235518,-0.2518903738051046,30.525500106811524,30.938166650136317,0.0142339675399511,52.24056272223832,0.0172032106268318,-0.0070599375167935
LULU,0.42422,0.21861,11.627987,40.178,2.266,0.832,0.065,-0.016,-0.056,0.0323475933656139,-0.6204055614800283,-0.4515630078321347,171.07900009155273,177.68899943033855,-0.004261154131407,39.28571534347249,-2.501421511314305,-2.145062033697003
L,0.08182,0.01704,14.930434,49.123,0.493,0.493,0.046,0.334,0.257,0.0121903589908527,-0.1216201675747635,0.1644729194169354,100.10249977111816,98.79391479492188,0.0291450950637499,71.00940154791083,0.6505648078338027,0.3505542676108172
LMT,0.62776,0.06391,25.1586,358.987,1.129,0.926,0.088,0.022,-0.002,0.016577397997868,-0.2592495082322389,-0.0028157855501171,485.7015014648438,477.6474309285482,-0.0691813701625139,16.196665241556232,-6.461377658225672,-1.6962757691254549
MPC,0.18887,0.03866,20.889362,143.175,1.315,0.702,-0.008,1.412,1.203,0.0216234628515976,-0.2518994500609217,0.2194287811993804,190.28749923706056,185.32082443237303,0.0319122454057051,64.28119355285804,1.723392081653003,1.7065533644736686
MMC,0.28734,0.078779995,21.357313,139.501,1.123,0.52,0.115,0.0,0.0,0.0130162832441058,-0.2707363174523467,-0.1969843140082076,185.38850021362305,196.7053596496582,-0.0392068822395135,30.21554658226846,-5.519460256053037,-5.257189991850178
MLM,0.12523,0.060399998,31.661707,60.618,2.966,0.902,0.124,0.157,0.141,0.0144460502010441,-0.2520497601695877,0.1371674569320822,621.7690032958984,619.3744038899739,-0.0080399372405983,37.39673712503251,-2.9312910649845207,-1.7378711215823466
MAS,5.6387095,0.15332,15.721228,1888.69,1.878,1.104,-0.033,0.169,0.132,0.0196653400828038,-0.2823458323551768,-0.0838221815891037,65.92174129486084,69.74972298940023,-0.0675306808757608,12.571699108321326,-1.976936998378605,-1.545190939387679
MA,1.8486099,0.23048,35.40077,239.715,1.122,0.72,0.167,0.229,0.203,0.0138953017329191,-0.1672537126845016,-0.0384169521085907,560.2824981689453,574.2424407958985,-0.0130692574196401,28.50063236874736,-5.429447947681297,-4.893417494589178
MKC,0.1385,0.05155,22.329859,75.356,0.713,0.245,0.027,0.011,0.011,0.0148802864360169,-0.2323558133476986,-0.1290651681241761,65.68800067901611,66.94436200459798,-0.0209780036867915,37.71262982777606,-0.6808461032141224,-0.5822439383565536
MRK,0.39485002,0.12614,11.474868,79.708,1.661,1.09,0.037,0.87,0.832,0.0183353436567718,-0.2802977195810745,0.1546923757475216,85.85799980163574,84.42201334635416,0.0103892496963021,46.05620017638209,0.2248877403751521,0.3541120625222312
META,0.32643002,0.18013,27.916925,26.311,1.978,1.671,0.262,-0.826,-0.827,0.0241109997114373,-0.3415081492514954,-0.0356038374759897,693.4269989013671,728.2806579589844,-0.0889307587293895,21.991051363717204,-29.041627674822053,-19.942279326429016
MDT,0.09741,0.045689996,25.596687,59.437,2.014,1.248,0.084,0.013,-0.002,0.0135236324499808,-0.139473705749002,0.1060805811700411,93.24649963378906,93.51836535135904,-0.0062897371374051,33.941262226729606,-0.981224631706624,-0.8252073258947736
MET,0.12798001,0.0043599997,14.31911,163.999,1.891,1.626,-0.059,-0.326,-0.332,0.0177962445185267,-0.2197282701666598,-0.0348444485321266,78.35151481628418,79.4438481648763,-0.0149520339696727,43.43480354209542,-0.6598009186160709,-0.4854716967752356
MSFT,0.32241002,0.14656,35.98862,33.154,1.401,1.254,0.184,0.127,0.125,0.0152982393058214,-0.2182569584380234,0.1305211027072124,517.425,512.7337437947591,-0.0220804947576942,42.60529605988937,-2.981809159757063,0.2539360736381916
MAA,0.09408,0.03294,27.447035,87.122,0.04,0.021,0.006,-0.139,-0.136,0.0131608988747782,-0.2378623346395872,-0.1775316132275934,130.7952480316162,136.27422040303549,-0.0095205674410846,39.96874289340142,-1.9393621914900336,-2.033070340715195
MU,0.17198999,0.08055,33.37286,28.343,2.518,1.709,0.46,2.569,2.609,0.0390756161987971,-0.4075308927308806,1.6173238171504143,217.6685012817383,173.0923994700114,0.1636961781801403,75.88552237775082,16.894162096974128,15.64102828260312
MHK,0.051999997,0.03196,16.083334,28.031,2.246,1.034,0.014,-0.314,-0.328,0.0227952363043783,-0.3243466959350367,-0.025252484593446,119.25149955749512,126.37933349609376,-0.0936801446346113,8.540032712870214,-4.966769650584794,-3.794541727552196
MOH,0.19708,0.052729998,8.676108,91.911,1.678,1.599,0.116,-0.734,-0.758,0.0331220827003771,-0.6011210570949305,-0.5461427335924157,168.01399993896484,178.43333333333334,-0.1613794448815592,17.102162936770682,-11.344519359364114,-9.04420430202985
MDLZ,0.13101,0.03727,21.067415,83.621,0.611,0.307,0.059,-0.095,-0.129,0.0140490705675782,-0.2018257128169703,-0.1097814824333436,59.47449989318848,61.12806523640951,-0.0542165112607828,22.609564250666622,-1.5401605179504614,-1.2169699809692378
MPWR,0.64029,0.1225,25.03359,0.528,4.771,3.412,0.189,0.258,0.234,0.0376069056058214,-0.3663063476656545,0.3285459257576,1022.3835083007812,928.827508544922,-0.0450648023643911,43.39122073216597,7.562559998396409,23.72081721267089
MNST,0.25538,0.16877002,39.789772,0.779,3.185,2.629,0.168,0.395,0.414,0.0153039036660964,-0.1812699721015592,0.1627096017191283,68.59400100708008,66.12133356730143,0.0209347428511798,54.89175847803298,0.3272744546690092,0.3702141447019571
MCO,0.54914004,0.13188,38.98151,181.347,1.84,1.637,0.107,0.229,0.21,0.0171214884623149,-0.2465196344410358,0.004218680245853,481.6725006103516,491.4938349405924,0.0067628773934612,50.00569396951167,-0.1534243219252289,-1.1301450900610774
MSI,1.1517,0.11384,31.621187,423.891,1.027,0.79,0.078,0.012,0.0,0.0145346116946857,-0.2154969095878551,-0.0419610714168575,425.9064971923828,452.74705607096354,-0.0749143236900905,16.145149209693358,-17.286999885225896,-13.35606761825615
MOS,0.101169996,0.02856,6.707254,37.134,1.141,0.328,0.228,2.395,2.367,0.0245927983576831,-0.3364162325903472,-0.2339056486763556,28.2854998588562,31.749640687306723,-0.0846900525414519,25.806435374001254,-1.7681161431992685,-1.5478811200024474
NDAQ,0.14054,0.048660003,31.364286,79.867,0.986,0.175,0.029,0.377,0.382,0.0149983007872346,-0.2046138367296206,0.0830266524028748,87.59700012207031,90.23266716003418,0.0025457444026981,40.187650656490966,-0.8076200826545943,-0.9228161948169828
MS,0.15135,0.01245,16.91086,420.553,2.266,1.85,0.191,0.489,0.446,0.019299140227795,-0.2923872600557798,0.2926822316435544,161.73273086547852,155.72408091227214,0.0205108277621209,67.124934033382,2.2004982523056924,2.257794214910523
NTAP,1.23004,0.094519995,19.911505,281.538,1.313,1.154,0.012,-0.017,-0.06,0.0233851042554871,-0.4132170856747617,0.1407413286879315,116.68900070190428,117.55219395955405,-0.0358988480208651,34.880517283936754,-1.356515768133221,-0.9044741162495964
NFLX,0.42861,0.14739999,46.76701,65.822,1.332,1.132,0.172,0.087,0.078,0.0207519667421544,-0.1915170932458768,-0.0161361126301454,1136.186993408203,1187.8308268229166,-0.0141852064956266,26.124073705590973,-25.020470125154816,-25.834364069400117
NEM,0.22875999,0.10552,13.726284,16.914,2.039,1.379,0.2,1.081,0.987,0.024665387404471,-0.1998575359779884,0.7768747464208232,85.54549980163574,81.30844294230143,0.0317316789414891,53.16786705423247,-0.3116820544460665,-0.2798757684137828
NWSA,0.070250005,0.03738,32.289158,31.439,1.763,1.524,0.023,-0.052,-0.059,0.0150985311094234,-0.2109115705079158,-0.0470798602059149,26.270999717712403,28.274173323313395,0.0201362538552913,54.13385908072553,-0.478382085353445,-0.6174814934958266
NWS,0.070250005,0.03738,36.53012,31.439,1.763,1.524,0.023,-0.052,-0.059,0.0155327055370557,-0.2143028172883951,-0.0741635421855044,29.988500022888186,31.98962208429972,0.0110542265095961,52.38094967779438,-0.4847876617087863,-0.5692764859670314
NEE,0.08236,0.02447,26.91111,144.161,0.553,0.357,0.053,0.311,0.316,0.0175927217590139,-0.1783620433275258,0.1942412089348935,83.49899978637696,77.76780942281087,0.0152217015765596,53.046873137353074,0.9781705803783608,1.256505534093239
NDSN,0.15594,0.0769,29.530819,74.482,1.694,0.941,0.121,0.088,0.072,0.0182474315803162,-0.3598060429526676,0.1673009635197182,233.58850021362304,228.1166325887044,0.0050580574718249,44.61036218757293,0.7556832513928384,1.1886972140899368
NKE,0.21122,0.05685,31.179485,82.128,2.19,1.241,0.011,-0.3,-0.308,0.0249615598434639,-0.3448407085603325,-0.0139104940465661,65.7394998550415,70.62610861460368,-0.0751374839917062,18.39465074955912,-2.3891332304470936,-1.92298097611236
NI,0.09073,0.03312,23.010527,140.579,0.523,0.237,0.183,0.057,0.105,0.0127899794985097,-0.0999273209493477,0.1714596851463479,43.02912979125976,42.11821174621582,0.0160559005677055,53.22941802013205,0.1938698232539835,0.1777556726395794
NOC,0.26152,0.06529,20.287567,109.401,1.109,0.924,0.043,0.096,0.072,0.0172595721739899,-0.1808629501544487,0.2065753833932149,590.156494140625,591.2850189208984,-0.0460496731658421,24.37657811994744,-8.645599670381898,-4.888272013049264
NSC,0.2048,0.061139997,21.90229,116.353,0.862,0.715,0.017,-0.349,-0.353,0.0148676559760048,-0.2486013629951025,0.2058043263437823,283.7105865478516,283.95602366129555,0.0113123268290219,47.514547171346166,-1.17545492566785,-1.46193829711918
NCLH,0.39870998,0.04729,13.697843,699.717,0.195,0.078,0.047,-0.096,-0.117,0.0326178440249854,-0.4668042599684064,-0.0155118528797117,21.976000022888183,23.87150001525879,-0.1336002504688283,15.242182929887562,-1.354744226400307,-0.9630185541126568
NUE,0.09014,0.045539998,20.064697,31.248,2.774,1.417,0.145,1.505,1.429,0.023895058933961,-0.3337455699501002,0.2091532772959481,142.51499938964844,141.27535018920898,0.0010174667444265,52.97552696065431,1.8597854405869327,2.0800569682628725
NXPI,0.20872,0.07891,25.387377,117.34,2.375,1.409,-0.024,-0.111,-0.121,0.0287191047748212,-0.3725890408863512,-0.025252694070489,213.021501159668,221.6140314737956,-0.0370455387549845,33.972806430691975,-4.267884952141429,-3.603785728470953
NVDA,1.09417,0.53094,56.548298,10.584,4.214,3.488,0.556,0.612,0.592,0.0314479687612864,-0.3688102669914986,0.5321715790928869,190.91950073242188,182.99803314208984,0.0425860233666283,63.48153870248071,3.554172816268249,4.0246083399876
NVR,0.348,0.18898001,16.13727,27.023,6.389,2.826,-0.049,-0.139,-0.202,0.017220227725763,-0.2790318463680418,-0.0088927837783804,7439.034497070313,7878.141658528646,-0.0137416271583121,28.216876509934792,-173.36251373649247,-177.72078499953767
OXY,0.071100004,0.03988,24.588234,66.823,1.048,0.751,-0.059,-0.748,-0.606,0.0229305666831406,-0.3113018900412265,-0.0480292791129597,41.2495002746582,44.3025671005249,0.0133455910674521,55.30393000234611,-0.8844422452263458,-1.047668308271099
ODFL,0.25059,0.15888,27.71831,1.994,1.204,1.064,-0.043,-0.105,-0.122,0.0243547935874991,-0.4027498987466154,-0.1930942025067221,138.31499862670898,143.1467379252116,-0.0040126098064817,38.667570037434345,-0.6248998633180634,-0.9814852631279988
OMC,0.27007,0.051170003,10.728613,128.056,0.924,0.729,0.04,-0.103,-0.116,0.0200304270540204,-0.323622216109161,-0.0427346677234475,76.5729995727539,77.1364501953125,-0.0500568311333101,30.113266700281383,-1.227532645417213,-0.73024720228773
ON,0.03891,0.05668,66.49315,45.833,5.231,3.189,-0.12,-0.326,-0.365,0.0370855165106617,-0.5679512903117313,0.0605200006567581,51.02950019836426,50.0866668065389,-0.0487854921792221,29.88929871984781,-0.4951895894201641,-0.0616325064227924
ORCL,0.69241995,0.07152,55.61894,452.534,0.618,0.498,0.122,-0.019,-0.001,0.0374168132246258,-0.3578746930881846,0.4898659510643885,271.6284973144531,271.9889274597168,-0.1133846256482591,26.97260315205344,-11.365029864378071,-7.074022628682416
PCAR,0.14151,0.049569998,19.407845,82.453,5.69,5.04,-0.19,-0.395,-0.393,0.017787033425396,-0.2470442998749025,0.0351877468179573,98.17900047302246,98.54216702779134,0.0081585968491422,47.00621377616334,0.2921904404121278,0.2236617487378629
OKE,0.17847,0.062750004,12.481618,152.218,0.904,0.659,0.719,0.262,0.355,0.0195819446319093,-0.4216597720420499,-0.1927388127954112,67.17969703674316,70.37672653198243,0.010722056229902,50.04496928474084,-0.8564797146459568,-1.149551305731403
PKG,0.19811001,0.08185001,20.25429,91.618,3.158,1.932,0.06,-0.049,-0.047,0.0168766634939092,-0.2843008584886358,0.0763651020827143,203.12449951171877,208.94532012939453,-0.0118375592151398,38.95677144827109,-3.0892574552811425,-3.0118908789411
PLTR,0.19504,0.07651,450.2558,3.52,6.427,6.306,0.628,2.0,2.314,0.0434008391902916,-0.406114584295655,0.5113972785754461,186.21749877929688,175.2649996439616,0.0396982124639973,56.24226787406172,2.738662916685996,3.75085372160778
PANW,0.17452998,0.030669998,136.18867,5.335,0.942,0.824,0.158,-0.277,-0.29,0.0220623236368637,-0.268100617750922,0.1278124650319416,214.1449989318848,203.89216639200848,0.0111839845254095,53.31474358580441,2.190124637871179,3.0947953923644675
PH,0.27294,0.08911,29.905016,74.953,1.066,0.555,0.037,0.178,0.158,0.0200018504170001,-0.266739409060734,0.2447298258818357,768.95576171875,756.713735961914,0.0932098395411696,78.07637229178573,19.69617484696857,10.685408045667796
PAYC,0.28557,0.07124,20.74627,4.943,1.223,0.242,0.092,0.496,0.51,0.0229578678625762,-0.3887682082637117,-0.3570149068667864,190.6140007019043,208.40672149658204,-0.1249330981064109,15.47745346231146,-10.338946136810506,-7.616061780083047
PAYX,0.41266,0.108100004,24.995516,126.47,1.268,0.515,0.168,-0.102,-0.102,0.0150977308888778,-0.2902035319836947,-0.2502229538735374,120.09621810913086,127.34483858744304,-0.0717442637899534,10.627800856922036,-4.030596798850567,-3.277498297589235
PNR,0.17966999,0.091120005,27.656488,44.76,1.462,0.72,0.029,0.333,0.32,0.0173480649133257,-0.3008613786617383,0.1089971341351632,108.4055191040039,108.91094703674317,0.0026242514196109,49.60833739903508,-0.4970304376448666,-0.4558587577631429
PYPL,0.24358,0.047,13.303213,60.239,1.34,0.264,0.073,0.313,0.236,0.0240127756463781,-0.3746868383176605,-0.0835523701623027,68.43500022888183,68.80216687520345,-0.0319281102005416,40.68625727691664,-0.7276197739923447,-0.3265787644838376
PFE,0.105979994,0.05189,14.180232,66.531,1.282,0.904,-0.059,-0.213,-0.207,0.0165786357050617,-0.1976960613769515,0.1039675334340086,24.171360778808594,24.39395278294881,0.0090453579689037,49.26995001183564,-0.0463144750495168,-0.0795027525265299
PCG,0.0876,0.02394,13.915965,185.52,0.941,0.409,0.052,0.378,0.429,0.0195200742641653,-0.3962703771395052,-0.0202103551635036,16.330999994277953,15.617996756235758,0.0140223790181046,45.58138606483206,0.1542307390694546,0.1642455735364736
PSX,0.056199998,0.02456,37.371967,77.483,1.227,0.69,-0.029,-0.61,-0.616,0.0221925319406899,-0.3131510672860721,0.125802724096953,134.19299926757813,132.4093330383301,0.0332133170376428,71.1223141556026,1.6895428752097814,1.303572725182275
PEP,0.37162,0.08365,27.114067,260.19,0.912,0.676,0.027,-0.108,-0.112,0.0144505087545893,-0.2086642773886168,0.1173000548026361,148.55249938964843,145.50268732706706,-0.0399354053067809,21.179057486965064,-0.962042809266734,0.1467154947299419
PNW,0.087749995,0.02342,18.084536,197.565,0.675,0.352,0.029,0.006,0.046,0.0109075348732657,-0.1349977233956363,0.0047713051860238,90.13087463378906,88.78465003967285,-0.0268595590484689,31.269758588159604,-0.4267574256787014,-0.0334849049654475
POOL,0.29307,0.10717,22.706203,100.725,2.57,0.795,0.013,0.04,0.01,0.0200346571427352,-0.3559411364182401,-0.2008070387713197,279.13500061035154,302.4961654663086,-0.1084600638895201,9.565348300362883,-14.29998384616954,-11.0205234994073
PPG,0.1616,0.06034,17.161001,102.552,1.465,1.004,0.012,-0.001,-0.032,0.0186631949713413,-0.2732794419052778,-0.1479521216869627,99.84599914550782,105.12716585795084,-0.0392203881361852,29.33985767912665,-2.3107652584153584,-1.958209928034276
PPL,0.076620005,0.030079998,25.061224,132.089,0.774,0.546,0.084,0.489,0.486,0.0111189373831869,-0.090348970067019,0.1075719485929109,37.06849994659424,36.58127880096436,-0.0061642579099654,39.44099305298874,-0.09292859015234,-0.009732684666576
PGR,0.34223998,0.076009996,11.932529,19.455,0.297,0.231,0.142,0.121,0.12,0.0156163281113244,-0.2997243208843224,-0.2296162111225206,216.68100051879884,235.3670392354329,0.0039181942969862,44.20061591767124,-6.523742229346965,-7.667814483880064
PLD,0.05963,0.0247,36.30814,62.789,0.767,0.565,0.087,-0.243,-0.24,0.0184868239137954,-0.2699190897294328,0.1596777872542991,124.29549980163574,116.59723065694172,0.0048634240596634,43.9779329693712,2.0506331084911267,2.448841639114464
PG,0.31902,0.10746,21.240877,67.125,0.714,0.465,0.03,0.214,0.2,0.0115312204882326,-0.1689251976828348,-0.0706265274545875,149.05540390014647,152.59565607706705,-0.0238529017205459,32.51871169616565,-1.401658014825557,-1.064128083255446
PRU,0.085,0.0026699998,14.657534,148.723,0.841,0.732,-0.083,2.234,2.194,0.0168193029300259,-0.2566000876120129,0.0218271996542398,103.0644989013672,104.4561659495036,0.0381848370737152,78.36649796633291,0.7620662173408874,0.1714660507761683
PSA,0.19933,0.07022,28.355509,106.758,0.269,0.205,0.031,0.213,0.188,0.0142000671933958,-0.2272647416379309,-0.078572393896126,293.0644958496094,289.5106211344401,-0.0692151296304476,17.553529856859384,-5.300188376096116,-2.3936280883949896
PEG,0.12579,0.03364,20.009615,138.209,0.934,0.515,0.221,0.192,0.196,0.0137217170958681,-0.1716889404544527,0.0898752806617149,82.60750007629395,82.12051874796549,0.0076566629772288,50.46152022320114,-0.071438098526869,-0.1660438535301376
PWR,0.13369,0.047859997,66.62426,71.612,1.344,1.211,0.175,0.149,0.158,0.0248137529978976,-0.3388542840962666,0.3115078857266358,440.6414993286133,409.90160980224607,0.02210074532026,55.27667259725409,8.62182656615721,9.475619666953577
PHM,0.21569,0.122279994,9.272376,16.939,6.449,0.601,-0.016,-0.116,-0.161,0.0220316071725178,-0.3288126301658863,0.1331658072736641,121.04699974060058,128.26643816630045,-0.0072451326636319,37.890612194294754,-2.178061137158537,-2.4659033037037394
DGX,0.14353,0.0612,21.60727,86.524,1.128,0.886,0.132,0.085,0.084,0.0143359028458096,-0.0924980239780647,0.0657879144750142,181.5584983825684,181.6983080546061,0.0151548905754199,49.42367804636265,-0.917368801283004,-1.0663570773097089
RL,0.34005,0.09596,24.720089,111.231,2.04,1.271,0.165,0.437,0.403,0.0249975330992196,-0.3617542847615048,0.2485506420638297,325.6900039672852,313.78088836669923,0.0276950086828547,49.79840253145176,1.2281350029592772,1.919309326062976
O,0.02488,0.02268,52.691586,73.977,1.362,0.833,0.103,0.152,0.172,0.0113121884587802,-0.1084168148207453,0.0530076918254049,58.44843482971192,58.65672365824381,-0.0353890359531955,26.86652285735383,-0.7048817399549705,-0.4002284569175777
REGN,0.15188,0.06157,15.704966,8.739,4.063,3.193,0.009,0.18,0.089,0.0256645350565828,-0.4099813451640405,0.1437630652064556,613.1424957275391,588.4566670735677,0.0678431111800159,74.43291294360755,20.39078209367085,16.62028940969916
REG,0.0602,0.03056,32.151375,73.101,0.88,0.723,0.077,0.074,0.078,0.0122950983076517,-0.1495711485571466,-0.0215522226934494,70.93649978637696,71.23285535176595,-0.0119332565186547,37.3625493257418,-0.6055513370474301,-0.4479027203901861
RSG,0.18249,0.06343,30.375,113.763,0.583,0.51,0.033,-0.022,-0.028,0.0115828558736802,-0.2049863583319235,-0.1379083521313477,214.7464988708496,223.92060877482095,-0.0494839441366305,21.139329325765036,-5.406747999999965,-4.425507585561762
RMD,0.25413,0.14185001,25.625,13.826,2.888,1.866,0.091,0.123,0.119,0.0170277665393318,-0.2043499999940393,0.0119993504653248,258.4535011291504,270.7440004984538,-0.0323210751223697,23.965515124622257,-6.486024293400021,-5.992833724412539
RTX,0.10702,0.03787,36.761806,61.315,1.073,0.665,0.119,0.294,0.303,0.0171385365565589,-0.1615067331990801,0.3826129286907758,172.457999420166,164.04733378092448,0.0381078255646423,63.41244248920851,3.719054190979847,3.869199293730736
RVTY,0.0304,0.02093,47.56701,45.676,1.753,1.318,0.022,-0.474,-0.506,0.0239188586902095,-0.3486112140957774,-0.0443961120486058,93.90717582702636,89.97499885559083,-0.0173275048834041,40.17057311238344,0.1815584652611619,0.8773045663133692
HOOD,0.27816,0.051810004,56.616665,188.794,1.108,1.053,1.0,2.595,2.707,0.0470726353831364,-0.4765625182612268,1.1716478431444273,137.04350051879882,126.80116653442384,-0.0084899731222694,52.49383337471418,0.9278168267320268,2.487913259659593
ROK,0.20281,0.07238,45.920185,95.742,2.368,1.558,0.138,-0.417,-0.423,0.0207597094381702,-0.2777558591488611,0.2784511339288331,360.6285003662109,349.9878346761068,0.0848837233803727,77.20071727114595,7.781269232980605,5.485567895809553
ROP,0.081549995,0.041050002,30.95802,47.288,0.577,0.459,0.143,0.082,0.083,0.0133277920623705,-0.2498971852347776,-0.2180762568245976,472.3510009765625,500.27168629964194,-0.0476996843571031,12.901374340739906,-16.376939637090572,-15.029888186981983
ROL,0.36208,0.14887,54.72897,59.534,0.773,0.575,0.12,0.205,0.194,0.0136037364501326,-0.1151385272109474,0.0706516326385431,57.0810001373291,57.064833386739096,0.0259105697588276,60.46948366897304,0.5267594316834732,0.2628686235479702
CRM,0.11201999,0.055209998,35.132267,19.255,1.124,0.931,0.098,0.333,0.32,0.0210966213469846,-0.367556224048746,-0.1613416177506407,250.86050186157223,247.16570358276368,-0.0364764284524728,27.21544925809636,-0.2004213223552255,1.7359162519422962
SPGI,0.119940005,0.06626,35.915638,31.784,0.974,0.78,0.088,0.241,0.211,0.0149580435614179,-0.1924888986995331,-0.0386917940725932,487.1910003662109,509.4366129557292,0.0136476165747762,55.14697056462604,-0.3217928945109065,-2.6076467568302104
RCL,0.46677,0.07463,17.843771,203.878,0.165,0.069,0.052,0.363,0.418,0.0277003628339346,-0.3502264304545119,0.0757210094069753,291.28800201416016,318.5332448323568,-0.0903160818362616,23.625264076464248,-15.833268060264402,-12.293935358588444
ROST,0.37979,0.11054,25.701586,88.407,1.577,0.924,0.046,-0.019,-0.036,0.0161207081152354,-0.2108351196843695,0.0903211753155781,158.63699951171876,152.38890024820964,0.0206950375217102,67.71705543120629,2.521115076017196,2.4855463194454157
SLB,0.15182,0.0686,14.361868,47.459,1.387,0.904,-0.025,-0.398,-0.377,0.0223912294451449,-0.2696499745516937,0.0390153653061593,35.26150016784668,34.9006485303243,0.0467506961337005,71.00373434176318,0.6854614161542045,0.5439293675774028
NOW,0.16813,0.056500003,104.752106,21.255,1.063,0.885,0.218,0.159,0.162,0.0249011827735879,-0.3834106448431787,-0.1643838140733161,909.713998413086,914.5431660970052,-0.0477227026250547,28.57547274473123,-13.02499005845209,-5.605009037332083
SRE,0.0677,0.01845,28.596924,81.287,1.587,0.085,0.135,-0.882,-0.854,0.019180082634593,-0.3162068164025188,0.2567930124563709,92.34500045776367,87.22317276000976,0.0064432506437066,55.007705790451865,1.132733842437375,1.3494331515152669
SPG,0.82455003,0.058319997,26.628822,884.863,0.592,0.592,0.082,0.274,0.275,0.0164864761110383,-0.2431875093303015,0.1657755165045664,178.5115005493164,179.2061159769694,0.0248079360627323,58.15302434451408,0.6696506846468537,-0.0794128961964128
SHW,0.59939,0.09191,33.45215,325.153,0.822,0.46,0.032,0.053,0.033,0.0155663547087613,-0.2139421735745709,-0.0336934295208282,338.4649993896484,348.6853332519531,0.0120691605060693,53.17079579261419,-0.4253304269251998,-0.9133148578928856
SWKS,0.0789,0.03948,22.435064,20.898,2.325,1.491,0.073,1.545,1.337,0.0316814095747134,-0.47086182544863,-0.0295334620134661,74.80699996948242,75.43668378194174,-0.0762896720586242,36.55121755400731,-1.1797362681041932,-0.324574694940942
SNA,0.18330999,0.10019,17.986372,22.27,4.399,3.222,0.036,0.068,0.057,0.0154329994398656,-0.207662225285154,0.0622914799011138,341.075,335.7800008138021,0.006171641650022,46.51160460593936,1.124528885723521,1.1244868306705371
SOLV,0.37271,0.03208,8.24225,103.028,1.5,0.959,0.007,9.314,9.377,0.0197710520835433,-0.2502380100534794,-0.0235309549310516,70.69450035095215,72.04283345540365,0.0154962629219634,46.04518693368836,-0.7716679797364918,-0.8382165880460147
SO,0.11429,0.03457,22.577116,192.679,0.755,0.433,0.075,0.108,0.115,0.0110841638485577,-0.0978382616438653,0.0780547646722027,95.10750160217285,94.03916714986164,-0.0457114254155011,22.631591980035083,-1.1141409910917162,-0.4718473695178742
STLD,0.12550999,0.05547,20.189402,42.166,3.107,1.294,0.112,0.337,0.27,0.0233085050796349,-0.2421196582144849,0.133997674031854,152.3654998779297,141.11224352518718,0.0004232769091639,48.13220394030007,3.01530464629937,3.9744430168409184
LUV,0.04168,0.00712,51.84127,67.618,0.491,0.376,0.012,-0.091,-0.194,0.0260946751550494,-0.3099885106795308,0.0556863952998307,32.16200008392334,32.09312868118286,0.015484104290445,39.99999999999999,-0.215781133516586,-0.297409412014332
STE,0.101339996,0.06434,37.769672,29.314,2.37,1.425,0.099,0.286,0.279,0.0146168602210712,-0.1220322125841101,0.1478300858330405,243.26449966430664,244.7820854187012,0.0852796447074939,80.3591209591621,3.72128210871233,0.6783484420967254
SWK,0.04918,0.02863,23.427586,78.538,1.109,0.288,0.001,-0.434,-0.436,0.028048657360303,-0.3846716413772728,-0.0571650277137429,68.84000015258789,72.68607889811197,-0.0130737610282792,41.47196553223954,-1.0631907592502188,-1.1078877475355582
SMCI,0.12787,0.04587,31.645668,79.184,5.394,2.87,-0.155,-0.616,-0.603,0.0645109948177504,-0.5102074650807994,0.0334275972605588,49.55299968719483,47.49399998982747,-0.1889492284945439,24.06947967994409,-2.346968955697122,-0.7473195529514545
SYK,0.14036,0.07497,46.59055,78.646,1.849,0.942,0.102,0.028,0.03,0.0136514668119751,-0.1544153620352255,-0.0798410814397112,369.768000793457,376.23632558186847,-0.0398844998705634,30.352585681650623,-5.179753428061304,-3.170178797751752
SNPS,0.065019995,0.02305,54.158108,54.828,1.625,1.396,0.14,-0.427,-0.406,0.0359966968921393,-0.3991167375078668,-0.222877252839346,439.5154998779297,493.5050008138021,-0.0881550499925917,25.087651544013653,-20.273373461807186,-16.09151017915294
SYY,0.8346,0.08311,19.994638,690.715,1.148,0.615,0.032,0.0,-0.029,0.0134875604972132,-0.1570584613508724,0.0676876635537904,76.56000022888183,79.12828712463379,-0.025862047961178,30.593192504047465,-1.635467531119872,-1.5133495624594453
TROW,0.1867,0.10049,11.232279,4.09,3.81,3.81,0.06,0.087,0.071,0.0181614572584258,-0.340475461300438,0.0872764547954985,103.35949974060058,104.43886833190918,-0.0034781489993935,44.27131264702839,-0.5140956391693692,-0.4720252558907993
